municipio,modalidad,tipo,nombre,direccion,codigo_postal,aforo_interior,aforo_terraza
PUERTO DE LA CRUZ,RESTAURACION,BAR,RISCO BELLO,PARQUE TAORO ,38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,MCTAVISHES,"GENERALISMO AVDA., 7 EDF. AVENIDA ",38400,30,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,"BARATO PTO. DE LA CRUZ, EL","AGUSTIN DE BETHENCOURT, S/N. (EDIF. COLOGAN, L-1)",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,SALON SAN TELMO,"PASEO SAN TELMO, 18 ",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,PATIO,COLON AVDA. (PLAYA MARTIANEZ) ,38000,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,CINTRA CLUB,"CALVO SOTELO, 12 ",38000,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,MORY,"PEREZ ZAMORA, 3 ",38400,30,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,PACO,SAN AMARO. CALZADA MARTIANEZ ,38000,60,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,M.M.,"CTRA GENERAL PUERTO DE LA CRUZ - LAS ARENAS, 87 (LA ASOMADA)",38400,26,8
PUERTO DE LA CRUZ,RESTAURACION,BAR,NAPOLEON,HOTEL DANIA PARK ,38400,120,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,BAMBI,ENRIQUE TALG- APTO. BAMBI ,38000,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR,LA PALMA,"C/ IRIARTE, 53, L-3",38400,23,8
PUERTO DE LA CRUZ,RESTAURACION,BAR,FORUM,"C/. LUIS DE LA CRUZ, 10 ",38400,20,20
PUERTO DE LA CRUZ,RESTAURACION,BAR PISCINA,SAN TELMO,"COLON, S/N. AVDA. (COMPLEJO MARTIANEZ) ",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CHIRINGUITO PIPO,"EXPLANADA DEL MUELLE, S/N",38400,0,64
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA CANTINA,"C/ PUERTO VIEJO, 42, L-IZQDO.",38400,24,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CUATRO VIENTOS,"AVDA FRANCISCO AFONSO CARRILLO, 1 - EDIF. BAHIA L-1 - PLAYA JARDIN",38400,0,48
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,ARENA SHISHA BAR,"C/ SAN JUAN, 12 L-DCHO",38400,20,9
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TASCA MINGUI'S,"C/ CORALES, 2 ESQ. PASEO SAN TELMO ",38400,36,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DISCO ANDERSON,"AVD. FAMILIA BETANCOURT Y MOLINA - ES 1 PLANTA -1 EDF. DRAGO LOCAL E2, Nº 24",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BARAKA,"AVDA FRANCISCO AFONSO CARRILLO, 3, C/ MANUEL YANEZ",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,ICE KING,"C/ MEQUINEZ, 51, ESCALERA 1, PLANTA 0, LOCAL 4",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MAGNUM,"CTRA GENERAL LAS ARENAS, C.C. EL LAGAR, L-8",38400,37,22
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MINI KASINO PRINCESS,"AVDA FRANCISCO AFONSO CARRILLO, 1 - EDF. BAHIA I, L-9",38400,16,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,KOMBU,"CALLE SAN JUAN, 11",38400,6,11
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL GUARAPERO,"QUINTANA, 7",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CAFETERÍA SANTI- TOÑA,"AVDA BLAS PEREZ GONZALEZ, 4 - MERCADO MUNICIPAL, PLANTA ALTA, PUESTOS 12/13",38400,22,8
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,"ARCA, EL","CALZADA MARTIANEZ, 15",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MANIPURA,"C/ LA VIRTUD, 3 - EDF. FELIPE IV, L-5",38400,24,10
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL ANZUELO,"C/ CALAFATE, 1 - EDF. LLANO UCANCA, L-4",38400,8,30
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,AFRICA GASTROBAR,"C/ AGUSTIN DE BETHENCOURT, 3, L-2",38400,44,36
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,COSMOPOLITA II,"C/ BETHENCOURT Y MOLINA, 31 - ESQU. AVDA VENEZUELA, BAJO, LOCAL 1-A",38400,13,36
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TETERIA CASA MIKA,"C/ LA VERDAD, 11",38400,30,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MERY'S DREAM,"AVDA. VENEZUELA, 10, EDF. IBERIA, L-4",38400,12,13
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DON ALFONSO,"C/ LA HOYA, 9",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BREAK CAFE,"AVDA VENEZUELA, 4 ESQ. AVDA COLON - BAJOS HOTEL VALLEMAR, L-3 Y 4",38400,33,12
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MUSICAFE,"C/ SAN JUAN, 11",38400,16,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DIVAS Y DIVINAS,"AVDA GENERALISIMO, EDF. EL DRAGO, L-1 D",38400,22,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,AGORA,"PLAZA BENITO PEREZ GALDOS, 6",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PEQUEÑO BUDA,"C/ ESQUIVEL, 26",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PANGEA,"C/ MEQUINEZ, 25",38400,20,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BROTHER,"C/ SAN JUAN, 12, L-IZQDO.",38400,35,15
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,GOURMETERIA BOTANICO,"AVDA MARQUES VILLANUEVA DEL PRADO, 11, PTA 20, C.C. CANARY CENTER, L-15",38400,18,10
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA CROQUET DELI CAFE,"C/ QUINTANA, 7, ESQ. C/ AGUSTIN DE BETANCOURT",38400,6,40
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL DESEO,"C/ DOCTOR PISACA, 6 - ESQ. AVDA. FAMILIA DE BETANCOURT Y MOLINA",38400,42,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA GUINDA CHILL OUT,"C/ ACEVIÑO, 21 PISO 7",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CAFE CON ARTE,"C/ AGUSTIN DE BETHENCOURT, 12, LOCAL 2",38400,7,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,HAPPY CAFE,"C/ EL PEÑON, ESQ. C/ EL POZO",38400,50,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MC-ARENAS,"AVDA VENEZUELA, 10, EDF IBERIA, BAJOS",38400,18,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,ANGELES CAFE,"AVDA JOSE MARIA DEL CAMPO LLARENA, 7 - EDF. TENEGUIA, L-5",38400,30,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,KEBAB EXPRESS,"C/ PUNTO FIJO, 2",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TALENT'S,"AVDA. JOSE DEL CAMPO LLANERA, 3, PUERTA 14 Y 15",38400,39,61
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA COCINA,"C/ LA VERDAD, 4",38400,28,10
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA SALINA,"C/ LAS LONJAS, 12 ",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL CHILE VERDE,"C/ DOCTOR CELESTINO COBIELLA ZAERA, 2",38400,40,48
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL PLAN B,"C/ PUERTO VIEJO, 37",38400,100,80
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PALMELITA PUERTO DE LA CRUZ,"C/ CASTAÑO, 2",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LIDO SAN TELMO,"AVDA. CRISTOBAL COLON, 1",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SEÑORA CANELITA,"C/. SAN JUAN, 15, LOCAL DRCHA",38400,26,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,VINOTECA CON PASION,"C/ IRIARTE, 52, BAJO IZQDA.",38400,23,18
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DON PANITO,"AVDA MARQUES VILLANUEVA DEL PRADO, 33, C.C. CANARY CENTER, L-42",38400,0,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,FLAMINGO CLUB,"C/ PUERTO VIEJO, 43",38400,45,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,COLUMBUS CAFE,"CALZADA DE MARTIANEZ, 3",38400,20,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DELIZIA,"C/ SAN JUAN, 4, L-A",38400,23,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MANGO,"C/ PERDOMO, 1, ESQ C/ MEQUINEZ",38400,45,40
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL GABACHO,"C/ SAN FELIPE, 38",38400,18,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BUDDY'S BAR,"AVDA FAMILIA BETHENCOURT Y MOLINA , 2",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SANTO RITUAL,"C/ CORALES, 4",38400,12,8
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BODEGA LA GUAPA,"C/ PUERTO VIEJO, 21",38400,37,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,HANNEN BARRIL,"PLAZA DEL CHARCO - EDIF. MARINA, Nº1",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA TASQUITA,"PLAZA DEL CHARCO, S/N, EDIF MARINA, L-11",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL BISTRO DE SIMO,"C/ SAN JUAN, 22 ",38400,17,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MOMBASA,C/ SAN JUAN Nº20,38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,RAMEN SHIFU,"C/ BLANCO, 1, EDF. ISORA",38400,43,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DULCEUROPA PANADERIA ARTESANAL,"CL LA HOYA, 29",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,F&M CAFE,"C/ AGUSTIN DE BETHENCOURT, 3, L-3",38400,10,33
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PURGA,"C/ SAN JUAN, 16",38400,25,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DULCE ENCUENTRO PLAZA DEL CHARCO,"PLAZA DEL CHARCO, 8 - EDF. CENTRO, L-1D",38400,8,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,39 PASSAPAROLA TAPAS CAFETERIA WINE BAR,"C/ CRUZ VERDE, 19, ESQ. MEQUINEZ, 22",38400,19,19
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,AMOS BOULEVARD CAFE,"C/ PROFESOR ANTONIO GONZALEZ, S/N, PTA. 2",38400,18,44
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,RIKAPERA,"CTRA. GRAL LAS ARENAS, S/N. (C.C. URB. EL LAGAR, L-2) ",38400,28,56
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PUERTO ALTO,"RAMBLA PROFESOR ANTONIO GONZALEZ GONZALEZ, 1",38400,16,38
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA VINOTECA,"AVDA MARQUES VILLANUEVA DEL PRADO, 2, C.C. CANARY CENTER, L-18/19 (URB. LA PAZ)",38400,14,10
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SABOR IBERICO,"AVDA MARQUES VILLANUEVA DEL PRADO, 11C, C.C. CANARY CENTER, L-14",38400,4,14
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA REINA DE LAS AREPAS,"C/ IRIARTE, 46 - EDF. MARTINICA, L-2",38400,29,12
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DRAGO SIAM 2,"AVDA AGUILAR Y QUESADA, 1, C.C. PIRAMIDES DE MARTIANEZ, L-M08/M09",38400,0,80
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SUSHI BAR,"C/ MAZAROCO, 25 - EDF. TAJICAN, L-6",38400,31,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,A POR EL PAN & MAS,"CARRETERA LAS ARENAS, URB. EL LAGAR, LOCAL 5",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SKY BAR 24K,"C/ PUERTO VIEJO, 38",38400,0,242
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MOKITA FOODIE,"C/ MEQUINEZ, 51, EDIF. PARQUE, LOCAL 1",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TURCO ESTAMBUL,"AVDA FAMILIA BETANCOURT Y MOLINA, 26 - EDF GUAJARA, L- BAJO 2",38400,2,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DEGÚSTAME,"CALLE VALOIS, 41",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,COSTUMBRES ARGENTINAS,"C/ SABINA, 4, EDIF. LOS ACEVIÑOS, L-6 (URB. LA PAZ)",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MAGNUM,"C/ COLOGAN, 6, EDIF COLOGAN, L-2",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BLACKJACK,"PLAZA DEL CHARCO, 8 - EDF. SOL NACIENTE, L-BJ",38400,9,36
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,COCORIBA NORTE,"C/ MANUEL YANES BARRETO, EDF. BAHIA PLAYA II, L-3C",38400,48,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BOUTIQUE RELIEVE,"C/ AGUSTIN DE BETHENCOURT, 16, L-3/4",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,THE ROOF,"C/ AGUSTIN DE BETHENCOURT, 22 ",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MENTA,"C/ IRIARTE, 24",38400,23,6
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CHURRERIA LA VERA,"AVDA. ARCHIPIELAGO CANARIO, 38, BARRIO LA VERA",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL ADERNO,"AVDA. MARQUES DE VILLANUEVA DEL PRADO, 11, LOCAL 44-45",38400,1,29
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CA MARIO,"C/ LA HOYA, 39",38400,24,12
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TASCA MARIANNA,"AVDA. FAMILIA BETHENCOURT Y MOLINA, 26 - 2",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA TRATTORIA ITALIANA,"C/ SABINA, 4, EDIF. LOS ACEVIÑOS, L-8 (URB. LA PAZ)",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,HABA TONKA FACTORIA,"C/ NUEVA, 96",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TASCA OLEA,"C/ AGUSTIN DE BETHENCOURT, 19, EDIFICIO YAIZA, L-3",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MY COFFEE,"C/ PUERTO VIEJO, 29A",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PUNTO Y APARTE,"C/ VILLANUEVA, 8 ESQU. C/ EL LOMO, 44",38400,16,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CORONA,"AVDA. HERMANOS FERNANDEZ PERDIGON, 12 - EDIF. ANATOLIA, L-14",38400,45,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA ESQUINA,"C/ EL LOMO, 18 BAJO",38400,24,15
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MI PAN DE SIEMPRE,"AVDA JOSE MARIA DEL CAMPO LLARENA, 2 - EDF. UCANCA, L-14/15",38400,29,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MUSTANGO,"AVDA. MARQUES VILLANUEVA DEL PRADO, 11, LOCAL 21/22",38400,20,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CAFETERIA LA PAZ-EL ADERNO,"AVDA. MARQUES VILLANUEVA PADRO, N11 PUERTA C",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA CHIMBA MI NIÑO,"C/ PUERTO VIEJO, 6",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SANTIS GRILL,"AVDA FRANCISCO AFONSO CARRILLO, S/N, EDF. BAHIA PLAYA I, L-14 (ENTRADA POR C/ ANTONIO RUIZ ALVAREZ)",38400,4,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,ROOT,"C/ BENJAMIN J. MIRANDA, 15",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TERRAZA EL POLVORIN,"C/ CABUQUERO, 1",38400,30,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BURGER KING,"AVDA AGUILAR Y QUESADA, 1, C.C. PIRAMIDES DE MARTIANEZ, L-M1-2-3",38400,77,67
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,SMASH HUB,"AVDA. FAMILIA BETANCOURT Y MOLINA, 34, EDIF. MARTINA, L-6-7",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,OLYMPO SHISHA BAR,"C/ DOCTOR INGRAM, 4",38400,39,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL OLIVAR,"C/ DOCTOR INGRAM, 8",38400,45,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA FAMILIA,"C/ ENRIQUE TALG, 16, ESQ AV. FAM BETHENCOURT MOLINA, 14",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL CAFECITO,"AVDA HERMANOS FERNANDEZ PERDIGON, 1",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL PARAGÜITA,"AVDA FRANCISCO AFONSO CARRILLO, 3, EDF. BAHIA",38400,38,39
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EN EL LUGAR DE SIEMPRE,"C/ PUERTO VIEJO, 25 - EDIF. HORIZONTE, L-5",38400,10,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CASA DE DELIA,"AVENIDA BLAS PEREZ GONZALEZ- C.C. SAN FELIPE-EL TEJAR MERCADO MUNICIPAL PLANTA 2 LOCAL 12-13, PUERTO DE LA CRUZ,, 4",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BIG BAR,"AVDA MARQUES VILLANUEVA DEL PRADO, 4, EDF. CASABLANCA, L-4",38400,7,30
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PLAY,"C/ BLANCO, 14",38400,150,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,AMBASADA SWEET AND COFFEE,"CALLE LA HOYA, 41, PUERTA 2",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,HABASKO,"AVDA.FAMILIA BETANCOURT Y MOLINA, 15",38400,40,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,"PEÑON, EL","AVDA S.M. CAMPO Y ARENA, EDF. EL PEÑON",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BEER ZONE,"C/ PEREZ ZAMORA, 42, EDF. CONVOY, BLQ B, L-12",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,YAYO,"PASEO FERMIN RODRIGUEZ, 2 - EDF. BAHIA PLAYA I, L-13",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,100 MONTADITOS,"C/ SAN JUAN, 3, EDIF HARAL, L 4-5",38400,120,40
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BERLINER COUNTRY CAFE,"PUERTO VIEJO, 22",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,PETIT CAFE,"C/ SAN JUAN, 15",38400,10,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LIMBO,"C/ BLANCO, 19",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,ADVANS,"C/ BENJAMIN J MIRANDA, 1",38400,10,20
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,DA GIA,"C/ SANTO DOMINGO, 12 ESQUINA C/ PUNTO FIJO, 2",38400,15,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,ROSA NEGRA,"C/ LA HOYA, 30 - ESQ. C/ CASINO",38400,32,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BURGERS & BEERS,"C/ SAN JUAN, 24, L-1",38400,14,12
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,IL COLLISSEO,"C/ IRIARTE, 40",38400,38,16
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,CHONA,"C/ SAN ANTONIO, 20",38400,48,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,TASCA VICTORIA,"CALLE SAN FELIPE, Nº 44 ",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,LA ESTRELLA,"C/ ROMEN, 1",38400,28,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,COME Y CALLA,"AVENIDA MARQUES DE VILLANUEVA DEL PRADO, APARTAMENTOS CASABLANCA LOCAL 4",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,STARBUCKS,"C/ SANTO DOMINGO, 27 (CASA MIRANDA)",38400,94,48
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,IBERI PORK,"AVDA VILLANUEVA DEL PRADO, 7 - C.C. LA CUPULA, L-61",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,MACHAMAMA MARTIANEZ,"AVDA. FAMILIA BETANCOURT Y MOLINA, PLANTA 1ª, L-2B",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,THE GRAMOPHONE BAR,"AVDA. FAMILIA DE BETANCOURT Y MOLINA, 31",38400,0,0
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,NAIFE,"C/ MEQUINEZ, 49 - EDIF. PARQUE, L-1",38400,15,8
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BOCATAS BAHIA,"AVDA. FRANCISCO AFONSO CARRILLO, EDF. BAHIA PLAYA I, LOCAL 3",38400,48,30
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,BAHIA DEL VALLE,"PASEO FERMIN RODRIGUEZ, 2, L-8",38400,62,24
PUERTO DE LA CRUZ,RESTAURACION,BAR-CAFETERIA,EL TANGANAZO,"C/ SAN JUAN, 17, L-2",38400,10,12
PUERTO DE LA CRUZ,RESTAURACION,BUFFETT,GIRASOL,"C/. DR. INGRAM, S/N.",38400,124,0
PUERTO DE LA CRUZ,RESTAURACION,BUFFETT,VALLE LUZ,"MELCHOR LUZ, 1 AVDA. (APTOS. VALLE-LUZ) ",38400,180,0
PUERTO DE LA CRUZ,RESTAURACION,BUFFETT,PALMERAS PLAYA,"VENEZUELA, 12 AVDA. (MARTIANEZ) ",38400,310,0
PUERTO DE LA CRUZ,RESTAURACION,CAFE,CAFE PLAZA,"WOSOC/. IRIARTE, 1",38400,20,0
PUERTO DE LA CRUZ,RESTAURACION,CAFE,CIT,"C/ PUERTO VIEJO, 13 PTA. BAJA",38400,50,20
PUERTO DE LA CRUZ,RESTAURACION,CAFE,"ERA, LA","BENCOMO, S/N. ",38400,11,0
PUERTO DE LA CRUZ,RESTAURACION,CAFE,ÉBANO CAFÉ,"LA HOYA, 2 ",38400,150,48
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,MI BAHIA,"FERNANDEZ PERDIGON, 1 AVDA. ",38400,45,0
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,LA LUNA,"AVDA MARQUES VILLANUEVA DEL PRADO, 8 (EDIF. MANUELA LOC 3)  CTRA. BOTANICO ",38400,8,20
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,CAFE SANDRA,"ACEVIÑOS, 11 (URB. LA PAZ, L-8)",38400,16,35
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,MI CAFETERIA HINDUPLACE,"C/. ZAMORA, 17 (EDIF. MONTECARLO, L-1)",38400,50,0
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,"MANA, EL","AGUSTIN DE BETHENCOURT, 28 ",38400,20,0
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,DELICIAS VENECANARIAS,"C/. LA HOYA, 4 L-2",38400,16,4
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,"HUERTO, EL","EL CA|ON, 65 ",38000,47,0
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,PARK CAFE,"C/. SUIZA, 7",38400,12,38
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,LA TASCA DE FANNY,"AVDA. MARQUES DE VILLANUEVA DEL PRADO, 15, EDIF. TAGOR DE LA PAZ, L-7",38400,17,20
PUERTO DE LA CRUZ,RESTAURACION,CAFETERIA,CAFE CALIPSO,"AVDA.FAMILIA BETHENCOURT Y MOLINA, 35 A, HOTEL H10 TENERIFE PLAYA",38400,12,10
