municipio,modalidad,tipo,nombre,direccion,codigo_postal,categoria,unidades_alojativas,plazas_alojativas
PUERTO DE LA CRUZ,HOTELERA,HOTEL,SKYVIEW,"HERMANOS FERNANDEZ PERDIGON, 8",38400,3 ESTRELLAS,121,244
PUERTO DE LA CRUZ,HOTELERA,HOTEL,ALUASOUL OROTAVA VALLEY,"C/. MANUEL YANES BARRETO (PLAYA JARDIN), 13",38400,4 ESTRELLAS,202,455
PUERTO DE LA CRUZ,HOTELERA,HOTEL,SOL COSTA ATLANTIS TENERIFE,"AVDA. VENEZUELA, 15",38400,4 ESTRELLAS,286,572
PUERTO DE LA CRUZ,HOTELERA,HOTEL,DC XIBANA PARK,"C/. VALOIS, 28",38400,3 ESTRELLAS,108,206
PUERTO DE LA CRUZ,HOTELERA,HOTEL,PUERTO PALACE,"C/. DR. COBIELLA ZAERA, S/N. (URB.SAN ANTONIO)",38400,4 ESTRELLAS,315,594
PUERTO DE LA CRUZ,HOTELERA,HOTEL,CATALONIA LAS VEGAS,"AVDA. COLON, 2",38400,4 ESTRELLAS,261,495
PUERTO DE LA CRUZ,HOTELERA,HOTEL,SUN HOLIDAYS,"C/. LA PEÑITA, 6",38400,1 ESTRELLA,25,44
PUERTO DE LA CRUZ,HOTELERA,HOTEL,"AGUILAS , LAS","C/. DR. BARAJAS, 19",38400,4 ESTRELLAS,220,460
PUERTO DE LA CRUZ,HOTELERA,HOTEL,SOL PUERTO DE LA CRUZ,"AVDA. JOSE DEL CAMPO LLARENA, 2",38400,4 ESTRELLAS,183,352
PUERTO DE LA CRUZ,HOTELERA,HOTEL,ASTORIA,"LA HOYA, 60",38400,3 ESTRELLAS,33,66
PUERTO DE LA CRUZ,HOTELERA,HOTEL,MAGEC PARK,"C/. PEREZ ZAMORA, S/N.",38400,3 ESTRELLAS,132,252
PUERTO DE LA CRUZ,HOTELERA,HOTEL,4DREAMS HOTEL,"C/. AGUSTIN DE BETHENCOURT, 14",38400,3 ESTRELLAS,62,117
PUERTO DE LA CRUZ,HOTELERA,HOTEL,O7 TENERIFE,"C/. LA HAYA (LA PAZ), 4",38400,4 ESTRELLAS,165,330
PUERTO DE LA CRUZ,HOTELERA,HOTEL,CASA DEL SOL,"C/. FINLANDIA (SAN FERNANDO), 4",38400,3 ESTRELLAS,52,127
PUERTO DE LA CRUZ,HOTELERA,HOTEL,PERLA TENERIFE,"C/. ISLA DE LA GOMERA, 3",38400,3 ESTRELLAS,130,260
PUERTO DE LA CRUZ,HOTELERA,HOTEL,ACUARIO,"C/. PARQUE LAS FLORES, 36",38400,2 ESTRELLAS,31,58
PUERTO DE LA CRUZ,HOTELERA,HOTEL,SILKEN SAAJ MAAR,"PASEO SAN TELMO, 18",38400,4 ESTRELLAS,69,172
PUERTO DE LA CRUZ,HOTELERA,HOTEL,ALUA TENERIFE,"C/. ANTONIO RUIZ ALVAREZ (URB. TURQUESA PLAYA), 7",38400,4 ESTRELLAS PROVISIONAL,425,934
PUERTO DE LA CRUZ,HOTELERA,HOTEL,ATLANTIC EL TOPE,"C/. CALZADA DE MARTIANEZ, 2",38400,4 ESTRELLAS,229,426
PUERTO DE LA CRUZ,HOTELERA,HOTEL,MAGA,"C/. IRIARTE ESQ. C/. SAN JUAN, 24, 11",38400,1 ESTRELLA,24,47
PUERTO DE LA CRUZ,HOTELERA,HOTEL,PARQUE VACACIONAL EDEN,"C/. FRANCIA, 8 (SAN FERNANDO)",38400,4 ESTRELLAS,224,520
PUERTO DE LA CRUZ,HOTELERA,HOTEL,CONCORDIA PLAYA,"AVDA. BETHENCOURT Y MOLINA, 32",38400,4 ESTRELLAS,236,452
PUERTO DE LA CRUZ,HOTELERA,HOTEL,LA NIÑA,"AVDA. AGUILAR Y QUESADA, 3",38400,4 ESTRELLAS,226,454
PUERTO DE LA CRUZ,HOTELERA,HOTEL,TEJUMA,"PEREZ ZAMORA, 51",38400,2 ESTRELLAS,20,38
PUERTO DE LA CRUZ,HOTELERA,HOTEL,COSTA JARDIN & SPA,"C/. GUERRERO, 14",38400,4 ESTRELLAS,238,452
PUERTO DE LA CRUZ,HOTELERA,HOTEL,GRAN HOTEL TAORO ,"PARQUE DEL TAORO, 2",38400,5 ESTRELLAS PROVISIONAL,0,0
PUERTO DE LA CRUZ,HOTELERA,HOTEL,DON CANDIDO,"C/. PORTUGAL (SAN FERNANDO), 10",,1 ESTRELLA,19,31
PUERTO DE LA CRUZ,HOTELERA,HOTEL,GEMA PUERTO,"C/. BLANCO, 13",38400,3 ESTRELLAS,48,88
PUERTO DE LA CRUZ,HOTELERA,HOTEL,MARQUESA,"C/. QUINTANA, 11",38400,3 ESTRELLAS,91,163
PUERTO DE LA CRUZ,HOTELERA,HOTEL,TAORO GARDEN,"C/. DINAMARCA, 3",38400,4 ESTRELLAS,182,334
PUERTO DE LA CRUZ,HOTELERA,HOTEL,PUERTO AZUL,"C/. EL LOMO, 24",38400,2 ESTRELLAS,27,39
PUERTO DE LA CRUZ,HOTELERA,HOTEL,MARTE,"C/. DR. INGRAM, 20",38400,3 ESTRELLAS,95,170
PUERTO DE LA CRUZ,HOTELERA,HOTEL,CANARIFE PALACE,"C/. ACEVIÑO (LA PAZ), 10",38400,4 ESTRELLAS,215,416
PUERTO DE LA CRUZ,HOTELERA,HOTEL,GRAN HOTEL RIU GAROE,"C/. DR. CELESTINO GONZALEZ PADRON, 3 (URB. LA PAZ)",38400,4 ESTRELLAS,190,380
PUERTO DE LA CRUZ,HOTELERA,HOTEL,MONOPOL,"C/. QUINTANA, 15",38400,3 ESTRELLAS,100,185
PUERTO DE LA CRUZ,HOTELERA,HOTEL,"PRINCIPES, LOS","DR. VICTOR PEREZ, S/N. PZA.",38400,3 ESTRELLAS,35,66
PUERTO DE LA CRUZ,HOTELERA,HOTEL,TROPICAL,"C/. PUERTO VIEJO, 3",38400,3 ESTRELLAS,43,82
PUERTO DE LA CRUZ,HOTELERA,HOTEL,ATLANTIC MIRAGE SUITES & SPA,"C/. EUCALIPTUS, 4",38400,4 ESTRELLAS,184,368
PUERTO DE LA CRUZ,HOTELERA,HOTEL,PINOCHO,"ESQUILON, 32 (LAS ARENAS)",38400,2 ESTRELLAS,24,46
PUERTO DE LA CRUZ,HOTELERA,HOTEL,VALLE MAR,"AVDA. COLON, 4",38400,4 ESTRELLAS,171,325
PUERTO DE LA CRUZ,HOTELERA,HOTEL,TIGAIGA,"C/. PARQUE TAORO, 28",38400,4 ESTRELLAS,83,158
PUERTO DE LA CRUZ,HOTELERA,HOTEL,VALLE OROTAVA,"C/. CUPIDO, 12",38400,4 ESTRELLAS PROVISIONAL,225,433
PUERTO DE LA CRUZ,HOTELERA,HOTEL,INTERPALACE,"C/. ACEVIÑO (LA PAZ), 21",38400,4 ESTRELLAS,250,500
PUERTO DE LA CRUZ,HOTELERA,HOTEL,BOTANICO,"C/. RICHARD J. YEOWARD (EL BOTANICO), 1",38400,5 ESTRELLAS LUJO,282,542
PUERTO DE LA CRUZ,HOTELERA,HOTEL,CONDESA,"C/. QUINTANA, 13",38400,3 ESTRELLAS,46,88
PUERTO DE LA CRUZ,HOTELERA,HOTEL,DON MANOLITO,"DR. MADAN, 6 (LOS GUIRRES)",38400,3 ESTRELLAS,79,151
PUERTO DE LA CRUZ,HOTELERA,HOTEL,H.A.S.-80 TENERIFE,"C/. PUERTO VIEJO, 40",38400,3 ESTRELLAS,89,169
PUERTO DE LA CRUZ,HOTELERA,HOTEL,BONANZA PALACE,"C/. ACEVIÑO (LA PAZ), 8",38400,4 ESTRELLAS,206,392
PUERTO DE LA CRUZ,HOTELERA,HOTEL,DWO NOPAL,"C/. SAN JUAN, 14",38400,3 ESTRELLAS,51,96
PUERTO DE LA CRUZ,HOTELERA,HOTEL,SAN BORONDON,"C/. AGUSTIN DE ESPINOSA, 2",38400,4 ESTRELLAS PROVISIONAL,104,198
PUERTO DE LA CRUZ,HOTELERA,HOTEL,TENERIFE PLAYA,"AVDA. COLON, 12",38400,4 ESTRELLAS,340,599
PUERTO DE LA CRUZ,HOTELERA,HOTEL,FERGUS PUERTO DE LA CRUZ,"AVDA. MARQUES VILLANUEVA DEL PRADO, S/N.",38400,4 ESTRELLAS,301,614
PUERTO DE LA CRUZ,HOTELERA,HOTEL,HC HOTEL MAGEC,"C/. CUPIDO, 11",38400,4 ESTRELLAS,187,355
PUERTO DE LA CRUZ,HOTELERA,PENSION,"GERANIOS, LOS","C/. EL LOMO, 14",38400,2 ESTRELLAS,10,20
PUERTO DE LA CRUZ,HOTELERA,PENSION,ROSAMARI,"SAN FELIPE, 14",38400,2 ESTRELLAS,11,21
PUERTO DE LA CRUZ,HOTELERA,PENSION,AROSA,"IRIARTE, 21",38400,2 ESTRELLAS,24,41
PUERTO DE LA CRUZ,HOTELERA,PENSION,ANGELES,"C/. MEQUINEZ, 98",38400,1 ESTRELLA,9,9
PUERTO DE LA CRUZ,HOTELERA,PENSION,REFUGIO DILANI,"BLANCO, 29",38400,2 ESTRELLAS,9,18
PUERTO DE LA CRUZ,HOTELERA,PENSION,CASA ALTA,"CALZADA DE MARTIANEZ, 9",38400,2 ESTRELLAS,13,22
PUERTO DE LA CRUZ,HOTELERA,PENSION,LOLY,"SALAS, 4",38000,2 ESTRELLAS,7,14
SAN JUAN DE LA RAMBLA,EXTRAHOTELERA,CASA EMBLEMATICA,EL CANTITO,"AVDA. DE LAS AGUAS, 20",38420,CATEGORIA UNICA,1,3
SAN JUAN DE LA RAMBLA,EXTRAHOTELERA,CASA EMBLEMATICA,CASA MUSA,"C/ ANTONIO ORAMAS, 15, SAN JUAN",38420,CATEGORIA UNICA,2,6
SAN JUAN DE LA RAMBLA,EXTRAHOTELERA,CASA EMBLEMATICA,EL CUBO,"C/ TEMISTOCLES DIAZ LLANOS, 2",38420,CATEGORIA UNICA,1,2
SAN JUAN DE LA RAMBLA,EXTRAHOTELERA,CASA RURAL,"FARO, EL","CAMINO REAL, 1",38420,EXCLUSIVO,1,3
SAN JUAN DE LA RAMBLA,EXTRAHOTELERA,CASA RURAL,VIRGEN DEL ROSARIO,"CMNO. RIBERA DEL MAR, 11. (EL ROSARIO)",38420,EXCLUSIVO,2,4
SAN JUAN DE LA RAMBLA,EXTRAHOTELERA,CASA RURAL,"ALENES DEL MAR, LOS","CMNO. DE LOS ALENES, Nº4",38429,CATEGORIA UNICA,3,6
SAN JUAN DE LA RAMBLA,HOTELERA,HOTEL RURAL,FINCA SAN JUAN,"C/ EL MAZAPE, 3",38420,2 PALMERAS,8,16
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,11 HOLIDAY HOMES,"URB. GOLF DEL SUR, S/N.",38620,3 ESTRELLAS,11,32
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,ALUASUN ATLANTICO GOLF,"AVDA DEL ATLANTICO, 7",38620,3 ESTRELLAS,160,320
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,SUNSET VIEW,"COMPLEJO SANTA BARBARA, S/N.",38620,2 LLAVES,74,158
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,CASA SAN MIGUEL,"GARAÑAÑA, LA, 39 - ZONA 2",38000,1 LLAVE,6,21
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,WYNDHAM RESIDENCES GOLF DEL SUR,"C/. FRANCISCO SCHUMANN, S/N.",38639,2 LLAVES,106,430
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,OCEAN BOULEVARD,GOLF DEL SUR URB.,38620,1 LLAVE,31,186
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,GREEN PARK (EL CID Y LA CORBETA),"URB. GOLF DEL SUR, S/N.",38620,3 LLAVES,188,566
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,PARQUE ALBATROS,"AVENIDA J.M. GALVAN BELLO, S/N.",38639,3 LLAVES,158,515
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,GOLF PARK I,"AVDA. JOSE MIGUEL GALVAN BELLO (URB. GOLF PARK)), 165",38620,3 LLAVES,18,54
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,ROYAL TENERIFE COUNTRY CLUB,"AVDA. DEL ATLANTICO, S/N. (EDIF. SAN ANDRES)",38620,3 ESTRELLAS,93,509
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,AMARILLA GOLF RESIDENCES,"AVDA. ANGELES ASCANIO CULLEN, S/N. (P.P. AMARILLA GOLF, MANZANA 7B)",38620,5 ESTRELLAS PROVISIONAL,61,155
SAN MIGUEL DE ABONA,EXTRAHOTELERA,APARTAMENTO,"ADELFAS, LAS","URB. GOLF DEL SUR, S/N. (EL GUINCHO)",38620,1 LLAVE,45,175
SAN MIGUEL DE ABONA,EXTRAHOTELERA,CASA EMBLEMATICA,CASAS ALBERTO,"C/ FERMIN PEREZ, 88",38620,CATEGORIA UNICA,1,2
SAN MIGUEL DE ABONA,EXTRAHOTELERA,CASA EMBLEMATICA,CASA BELISARIA,"C/. GARAÑAÑA, 3",38620,CATEGORIA UNICA,4,10
SAN MIGUEL DE ABONA,EXTRAHOTELERA,CASA RURAL,"BODEGA, LA","C/ BETHENCOURT AFONSO, 4",38620,CONJUNTO INMUEBLES,4,8
SAN MIGUEL DE ABONA,EXTRAHOTELERA,CASA RURAL,VERA DE LA HOYA,"C/. LA HOYA, 11",38629,COMPARTIDO OTROS USUARIOS,7,14
SAN MIGUEL DE ABONA,EXTRAHOTELERA,CASA RURAL,CASA TAMAIDE,"C/. FUNDADORES CASMI, 1",38620,COMPARTIDO OTROS USUARIOS,2,6
SAN MIGUEL DE ABONA,HOTELERA,HOTEL,BAHIA PRINCIPE FANTASIA,"AVDA. J.M. GALVAN BELLO, S/N. (PARCELA C.C.V. URB. GOLF DEL SUR)",38620,5 ESTRELLAS,372,744
SAN MIGUEL DE ABONA,HOTELERA,HOTEL,HOTEL TENERIFE GOLF & SEA VIEW,GOLF DEL SUR URB.,38620,4 ESTRELLAS,129,258
SAN MIGUEL DE ABONA,HOTELERA,HOTEL,ALUA ATLANTICO GOLF RESORT,"AVDA. DEL ATLANTICO, 3",38620,4 ESTRELLAS,234,590
SAN MIGUEL DE ABONA,HOTELERA,HOTEL,GRAN MUTHU GOLF PLAZA,"AVDA. J.M. GALVAN BELLO, S/N.",38639,5 ESTRELLAS,174,378
SAN MIGUEL DE ABONA,HOTELERA,HOTEL,BARCELO TENERIFE,"C/. GREÑAMORA, S/N (SAN BLAS)",38629,5 ESTRELLAS,331,662
SAN MIGUEL DE ABONA,HOTELERA,HOTEL,SANTA BARBARA GOLF RESORT & OCEAN CLUB,"AVDA. DEL ATLANTICO, S/N.",38630,3 ESTRELLAS,279,722
SAN MIGUEL DE ABONA,HOTELERA,HOTEL EMBLEMATICO,CUATRO ESQUINAS ,"C/ LA IGLESIA, 11",38620,CATEGORIA UNICA,7,14
SAN MIGUEL DE ABONA,HOTELERA,HOTEL RURAL,SAN MIGUEL,"C/ LAS MORALES, 2",38620,2 PALMERAS,16,32
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,THE PARK SUITES,"C/. ANTEQUERA, 9",38001,CATEGORIA UNICA,5,10
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,CALLAO SUITES,"C/ CALLAO DE LIMA, 34 ESQUINA C/ VIERA Y CLAVIJO, 25",38003,,0,0
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,LA CASA DE RAVINA 13,"C/. JUAN PABLO II, 26A 1º Nº 3",38004,CATEGORIA UNICA PROVISIONAL,0,0
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,CASA HILDA,"C/ SANTO DOMINGO, 5",38003,,0,0
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,HB TENERIFE GUIMERA,"C/ IMELDO SERIS, 30, ESQUINA C/ NICOLAS ESTEVANEZ",38003,,0,0
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,TOPACIO,"C/. CANDELARIA, 7",,CATEGORIA UNICA,2,4
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA EMBLEMATICA,LA COCHERA,"C/ PEREZ DE ROZAS, 16, BAJO",38004,,3,6
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA RURAL,DOS BARRANCOS,"BCO. BUFADERO, VALLE GRANDE, 13",38180,CONJUNTO INMUEBLES,3,10
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA RURAL,CA SILVIO,"PLAZA VIRGEN DE LAS NIEVES, 14",38130,CATEGORIA UNICA,0,0
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,CASA RURAL,CASA AZUL DE ROQUE NEGRO,"LOMO PERERA, 32",38139,CATEGORIA UNICA PROVISIONAL,1,5
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,EUROSTARS ATLÁNTIDA,AVDA. TRES DE MAYO ESQ. AUREA DIAZ FLORES,38005,4 ESTRELLAS,112,224
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,ADONIS CAPITAL,"C/. CRUZ VERDE, 24",38003,2 ESTRELLAS,45,69
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,PRINCIPE PAZ,"VALENTIN SANZ, 33-35, ESQ. ADELANTADO",38002,3 ESTRELLAS,80,118
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,ADONIS PLAZA,"PLAZA DE LA CANDELARIA, 10",38002,3 ESTRELLAS,95,133
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,ESCUELA SANTA CRUZ,"SAN SEBASTIAN, 152",38006,4 ESTRELLAS,65,132
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,TANAUSU,"C/. PADRE ANCHETA, 8",38005,3 ESTRELLAS,18,31
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,NH TENERIFE,"C/. CANDELARIA ESQ. DR. ALLART, S/N.",38003,3 ESTRELLAS,64,112
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,OCEANO CENTRO,"C/. CASTILLO, 6",38002,1 ESTRELLA,28,48
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,HOTEL EUROSTARS ATLANTIDA,"AVDA. TRES DE MAYO, 3",38005,4 ESTRELLAS,32,52
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,LA SUITE SANTA CRUZ,"C/. BETHENCOURT ALFONSO, 8",38002,2 ESTRELLAS,73,127
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,MENCEY,"C/. DR. JOSE NAVEIRAS, 38",38001,5 ESTRELLAS,261,507
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,HORIZONTE,"C/. SANTA ROSA DE LIMA, 11",38027,1 ESTRELLA,40,65
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL,ATLANTICO CENTRO,"C/. CASTILLO, 12",38002,2 ESTRELLAS,60,96
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL CIUDAD,NAUTICO,"AVDA. PROFESOR PERAZA DE AYALA, 13",38001,2 ESTRELLAS,40,76
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL EMBLEMATICO,HI SUITES,"C/ EMILIO CALZADILLA, 40",38002,,13,26
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL EMBLEMATICO,SAN FRANCISCO 89,"C/ SAN FRANCISCO, 89",38001,,0,0
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL EMBLEMATICO,HB TENERIFE GUIMERA,"C/ NICOLAS ESTEVANEZ, 3",38001,,0,0
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL EMBLEMATICO,F24,"C/ SAN VICENTE FERRER, 24",38002,CATEGORIA UNICA,9,18
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,TABURIENTE,"C/. DR. JOSE NAVIERAS, 24-A",38001,4 ESTRELLAS,165,317
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,AC TENERIFE,"C/ DOCTOR ALLART, 12 ESQ. C/ CANDELARIA, 31",38001,4 ESTRELLAS,83,166
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,URBAN ANAGA HOTEL,"C/. IMELDO SERIS, 19 ESQ. C/. CRUZ VERDE, 7",38003,4 ESTRELLAS,50,100
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,PARIGIHOTELS,"C/. JESUS Y MARIA, 40",38004,3 ESTRELLAS,2,8
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,COLON RAMBLA,"C/. VIERA Y CLAVIJO, 49",38004,4 ESTRELLAS,60,126
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,CASA KILIG,"RAMBLA DE SANTA CRUZ, 90",38004,3 ESTRELLAS,2,6
SANTA CRUZ DE TENERIFE,HOTELERA,HOTEL URBANO,INNSIDE TENERIFE SANTA CRUZ,"C/. EL PILAR, 3",38001,4 ESTRELLAS PROVISIONAL,83,166
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,RAMOS,"RAMBLA DE PULIDO, 91",38006,2 ESTRELLAS,20,36
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,MOVA,"C/. SAN MARTIN, 33",38001,2 ESTRELLAS,21,33
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,CASABLANCA BED AND BREAKFAST,"C/. VIERA Y CLAVIJO, 15",38003,1 ESTRELLA,18,25
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,PADRON,"ISLAS CANARIAS, 114 (ANTIGUA GENERAL MOLA)",38007,2 ESTRELLAS,33,45
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,VALVERDE,"C/. SABINO BERTHELOT, 46",38002,1 ESTRELLA,10,15
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,MILEMA,"SIMON BOLIVAR, 3",38007,1 ESTRELLA,16,32
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,CEJAS,"C/. SAN FRANCISCO, 47",38002,1 ESTRELLA,7,11
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,PADILLA,"C/. GENERAL MOLA (3º-2º IZDA.), 16",38006,1 ESTRELLA,11,16
SANTA CRUZ DE TENERIFE,HOTELERA,PENSION,GIJON,"C/. CALLAO DE LIMA, 37-3º",38002,1 ESTRELLA,4,6
SANTA CRUZ DE TENERIFE,EXTRAHOTELERA,VIVIENDA TURISTICA,CASA CA CHO PEDRO,"PISTA MILITAR, 15",38000,SIN DATO,2,6
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,SUNFLOWER II,"C/. NATERO (URB. PUNTA NEGRA), 3",38683,1 LLAVE,60,204
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,KLAYMAN DIAMOND APARTHOTEL,"C/. TABAIBA, 5-7",38686,1 LLAVE,30,67
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,"SOMBRERO, EL","AVDA. JOSE GONZALEZ FORTES, 28",38683,1 LLAVE,32,83
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,LAGO,"GENERAL PUERTO SANTIAGO, CTRA., 36",38000,1 LLAVE,35,113
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,HARBOUR CLUB II,"AVDA. JOSE ANTONIO GONZALEZ FORTES, 53",38000,1 LLAVE,29,87
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,"MARQUES PALACE, EL","C/. LAS ROSAS (URB. EL MARQUÉS), 1",38683,4 ESTRELLAS,63,234
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,"MARQUES, EL","C/. LAS ROSAS, S/N. (EL MARQUES)",38683,1 LLAVE,125,533
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,COLONIAL PARQUE LOS GIGANTES,"AVDA. JOSE GONZALEZ FORTES, 73",38683,1 LLAVE,36,113
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,CLUB LA MAR,"AVDA. MARITIMA (URB. COSTA SALVAJE), 25",38683,1 LLAVE,37,185
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,"ROSAS, LAS","C/. LAS ROSAS,  S/N. (URB. LAS ROSAS)",38683,2 LLAVES,94,426
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,VIGILIA PARK,"AVDA. V CENTENARIO, 58",38683,2 LLAVES,109,414
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,ROYAL SUN,"C/. GERANIO, 6",38690,5 ESTRELLAS PROVISIONAL,120,312
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,HARBOUR CLUB I,"AVDA. JOSE ANTONIO GONZALEZ FORTES, 26",38436,1 LLAVE,32,128
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,CRISTAL DEL ACANTILADO DE LOS GIGANTES,"C/. GERANIO, 8",38683,5 ESTRELLAS PROVISIONAL,19,82
SANTIAGO DEL TEIDE,EXTRAHOTELERA,APARTAMENTO,PUNTA NEGRA,"EL DRAGO, 48 -  (PLAYA LA ARENA)",38683,2 LLAVES,9,29
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,DRAGOS DEL SUR,"AVDA. MARITIMA, S/N. ESQ. CALETA DEL JURADO",38436,3 ESTRELLAS,78,234
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,"GIGANTES, LOS","C/. FLOR DE PASCUA, 12",38683,4 ESTRELLAS,225,451
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,LANDMAR HOTEL COSTA LOS GIGANTES,"C/. JUAN MANUEL CAPDEVIELLE, 8",38683,4 ESTRELLAS,518,1001
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,LAGOS DE CESAR,"C/. JOSE GONZALEZ GONZALEZ, 7",38436,4 ESTRELLAS,116,235
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,BARCELO SANTIAGO,"C/. LA HONDURA, 8",38683,4 ESTRELLAS,407,810
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,"CASONA DEL PATIO, LA","AVDA. LA IGLESIA, 72",38683,4 ESTRELLAS,20,40
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,TAMAIMO TROPICAL,"C/. LA HONDURA, S/N.",38683,3 ESTRELLAS,372,824
SANTIAGO DEL TEIDE,HOTELERA,HOTEL,LANDMAR PLAYA LA ARENA,"C/. LAJIAL, 4",38436,4 ESTRELLAS,432,864
TACORONTE,EXTRAHOTELERA,APARTAMENTO,PARQUE MESA DEL MAR,"C/. ERNESTO CASTRO FARIÑA, 57 (URB. MESA DEL MAR)",38350,3 LLAVES,86,272
TACORONTE,EXTRAHOTELERA,CASA RURAL,"CASA DE LA PALMERA, LA","CARRETERA TACORONTE-TEJINA, Nº 135(H), POLIG 5 PARCELA 239 (ANTES Nº 141)",38350,COMPARTIDO OTROS USUARIOS,2,5
TACORONTE,EXTRAHOTELERA,CASA RURAL,"VIÑEDOS DE MARCO, LOS","C/ LA CARIDAD, 30",38350,CATEGORIA UNICA,5,10
TACORONTE,EXTRAHOTELERA,CASA RURAL,MASOALA,"C/ LA CARIDAD, 4",38350,CATEGORIA UNICA,3,6
TACORONTE,EXTRAHOTELERA,CASA RURAL,"ADELANTADO, EL","C/ EL ADELANTADO, 16",38350,COMPARTIDO OTROS USUARIOS,4,10
