municipio,nombre,grupo
Mogan,La Fenice,Restaurante
Las Palmas De Gran Canaria,Enyesqueria El Quiquere,Restaurante
Mogan,"Toro, El",Restaurante
San Bartolome De Tirajana,Rustico ,Restaurante
Santa Brigida,O Sole Mio,Restaurante
San Bartolome De Tirajana,The 19th Hole,Restaurante
Las Palmas De Gran Canaria,Tabla Caliente,Restaurante
Mogan,Belice,Restaurante
Mogan,Palm Beach,Restaurante
Mogan,Casa Italia,Restaurante
Mogan,Casa Enrique 1,Restaurante
Las Palmas De Gran Canaria,Hermanos Granado I,Restaurante
Las Palmas De Gran Canaria,La Barca De San Andrés,Restaurante
Arucas,"Union Ii, La",Restaurante
Arucas,Casa Brito,Restaurante
San Bartolome De Tirajana,Tandoori Masala,Restaurante
Las Palmas De Gran Canaria,Carolina,Restaurante
Mogan,Ciao Ciao,Restaurante
San Bartolome De Tirajana,Pequeña Italia (Piccola Italia),Restaurante
San Bartolome De Tirajana,Tropical Beach,Restaurante
San Bartolome De Tirajana,La Pampa Grill,Restaurante
Las Palmas De Gran Canaria,El Ronqueo,Restaurante
Aguimes,Flash,Restaurante
Aguimes,"Fontana, La",Restaurante
Mogan,Pizzeria Max,Restaurante
Telde,Cerveceria El Dojo,Restaurante
Las Palmas De Gran Canaria,New York,Restaurante
Las Palmas De Gran Canaria,Llevame Al Huerto,Restaurante
Las Palmas De Gran Canaria,Txiki,Restaurante
Las Palmas De Gran Canaria,Puerto Madero,Restaurante
Las Palmas De Gran Canaria,"Mascalzone Italiano, Ristorante Cocteleria",Restaurante
Aguimes,Ca'Miguel,Restaurante
Aguimes,Gran Buffet Nuevo Milenio,Restaurante
Las Palmas De Gran Canaria,Donosti,Restaurante
Aguimes,"Yunquito, El",Restaurante
Aguimes,La Barca De Arinaga,Restaurante
Aguimes,"Italianos, Los",Restaurante
Aguimes,Isola Bella,Restaurante
Santa Lucia De Tirajana,"Alpendre, El",Restaurante
San Bartolome De Tirajana,Broodje Amsterdam,Restaurante
San Bartolome De Tirajana,Sonneland Club Ii,Restaurante
San Bartolome De Tirajana,Toro Negro Ii,Restaurante
San Bartolome De Tirajana,Malibu,Restaurante
San Bartolome De Tirajana,Guarapo Tropical (Guarapo 2),Restaurante
Telde,El Abollado,Restaurante
Las Palmas De Gran Canaria,Tamaragua,Restaurante
Las Palmas De Gran Canaria,Ca'Basilio,Restaurante
Las Palmas De Gran Canaria,Hospital Dr. Negrin,Restaurante
Las Palmas De Gran Canaria,Casa Roque,Restaurante
Telde,"Posada Del Mar, La",Restaurante
San Bartolome De Tirajana,Sunset Bay,Restaurante
Mogan,La Barca,Restaurante
Mogan,"Geranios, Los",Restaurante
Mogan,"Caracolas De Amadores, Las",Restaurante
Mogan,Mcdonald'S,Restaurante
Mogan,Strand Riviera,Restaurante
Mogan,El Jardín De Joaquín De Playa Del Cura,Restaurante
Mogan,Sagitario,Restaurante
San Bartolome De Tirajana,Azul,Restaurante
Mogan,Arizona Coffee,Restaurante
Arucas,"Isla, La",Restaurante
Agaete,Terraza Cofradía De Pescadores,Restaurante
Telde,Perico Junior,Restaurante
San Bartolome De Tirajana,Il Ponte Vecchio,Restaurante
San Bartolome De Tirajana,Romulo,Restaurante
San Bartolome De Tirajana,Casa Canaria,Restaurante
Las Palmas De Gran Canaria,"Marina, La",Restaurante
Telde,"Pizza, La",Restaurante
Santa Lucia De Tirajana,El Ciervo,Restaurante
Santa Lucia De Tirajana,Casa Orlando,Restaurante
Aguimes,Prosperidad (Wang Xing),Restaurante
Las Palmas De Gran Canaria,"Audiencia, La",Restaurante
Las Palmas De Gran Canaria,Gran Mundo,Restaurante
Mogan,Gran Hong Kong,Restaurante
Mogan,Natural Park,Restaurante
San Bartolome De Tirajana,El Oasis Tapas &Amp; Cócteles,Restaurante
Las Palmas De Gran Canaria,"Enyesque, El",Restaurante
Las Palmas De Gran Canaria,Abbasid Doner Kebab,Restaurante
Telde,"Casita, La",Restaurante
Aguimes,Chinaga,Restaurante
Valsequillo De Gran Canaria,Asador Grill Casa Brito ,Restaurante
Mogan,"Picao, El",Restaurante
Mogan,Mama Pino,Restaurante
Galdar,"Enconada, La",Restaurante
Vega San Mateo,Yazul Ii,Restaurante
San Bartolome De Tirajana,Chino Great World,Restaurante
San Bartolome De Tirajana,Gran Shanghai,Restaurante
San Bartolome De Tirajana,Grill El Duke,Restaurante
San Bartolome De Tirajana,Asia House,Restaurante
Las Palmas De Gran Canaria,Mulan,Restaurante
Telde,Buona Pizza,Restaurante
Telde,Adena,Restaurante
San Bartolome De Tirajana,Sunset Boulevard,Restaurante
Galdar,Juncalillo,Restaurante
Las Palmas De Gran Canaria,Jardin De Corvo,Restaurante
Las Palmas De Gran Canaria,Miller,Restaurante
Firgas,Casa La Abuela,Restaurante
Teror,"Molino De Enmedio, El",Restaurante
San Bartolome De Tirajana,Pizzeria Piz Paz Adrian,Restaurante
Santa Lucia De Tirajana,Mcdonald'S,Restaurante
Santa Lucia De Tirajana,Diner Dennys Roy,Restaurante
San Bartolome De Tirajana,Tara,Restaurante
Mogan,Madonna,Restaurante
San Bartolome De Tirajana,Mcdonald'S,Restaurante
Las Palmas De Gran Canaria,Vai Piano,Restaurante
Galdar,"Paraguitas, Los",Restaurante
Arucas,Tropical Palace,Restaurante
Las Palmas De Gran Canaria,Monte Libano,Restaurante
Mogan,Paraiso Beach,Restaurante
Las Palmas De Gran Canaria,La Tortuga,Restaurante
Mogan,Ciao Beach,Restaurante
Mogan,Indigo,Restaurante
Mogan,Golfo Di Napoli,Restaurante
Telde,Mcdonald'S,Restaurante
Las Palmas De Gran Canaria,Aroma De Jazmín,Restaurante
San Bartolome De Tirajana,Miramar Yumbo,Restaurante
San Bartolome De Tirajana,"Patio Canario, El",Restaurante
San Bartolome De Tirajana,Tres Corazones,Restaurante
Las Palmas De Gran Canaria,Non Solo Pizza,Restaurante
Santa Brigida,Gunther,Restaurante
San Bartolome De Tirajana,"Velero, El",Restaurante
San Bartolome De Tirajana,"Jardin, El",Restaurante
Santa Maria De Guia De Gran Canaria,"Tasquita, La",Restaurante
Las Palmas De Gran Canaria,Meson Guativoa,Restaurante
Tejeda,Restaurante La Perdiz,Restaurante
Mogan,Alboka,Restaurante
Mogan,Pizzeria Salento,Restaurante
Mogan,Belin,Restaurante
Mogan,Florida Park,Restaurante
Santa Lucia De Tirajana,Portofino,Restaurante
Mogan,Magico Mogan,Restaurante
Las Palmas De Gran Canaria,Manzana Rosa,Restaurante
Las Palmas De Gran Canaria,Dinastia,Restaurante
Ingenio,Maresía,Restaurante
Telde,Los Alisios,Restaurante
Telde,Ca' Roque,Restaurante
San Bartolome De Tirajana,Faro Melody,Restaurante
San Bartolome De Tirajana,Rebecca Park,Restaurante
San Bartolome De Tirajana,Be One Costa Meloneras,Restaurante
Santa Lucia De Tirajana,Wei,Restaurante
Santa Lucia De Tirajana,Hipodromo,Restaurante
Telde,Hermanos Garcia Vi,Restaurante
Telde,"Cortijo San Ignacio, El",Restaurante
San Bartolome De Tirajana,Pizza Hut,Restaurante
San Bartolome De Tirajana,Espetada,Restaurante
Arucas,"Perla, La",Restaurante
Santa Lucia De Tirajana,Mcdonald'S,Restaurante
San Bartolome De Tirajana,Leo'S Pizza,Restaurante
Aguimes,"Trattoria, La",Restaurante
Las Palmas De Gran Canaria,El Deseo,Restaurante
Ingenio,Chino Jong Yun,Restaurante
Aguimes,"Rincon De Arinaga, El",Restaurante
Las Palmas De Gran Canaria,Telepizza,Restaurante
San Bartolome De Tirajana,Casa Santiago,Restaurante
Mogan,Patio Canario,Restaurante
Mogan,Oscar Del Puerto,Restaurante
San Bartolome De Tirajana,Grande Torino,Restaurante
San Bartolome De Tirajana,Telepizza,Restaurante
Las Palmas De Gran Canaria,La Glorieta,Restaurante
Las Palmas De Gran Canaria,Il Secreto Di Pulcinella,Restaurante
Las Palmas De Gran Canaria,Tuk Tuk Asian Street Food,Restaurante
Mogan,Orion,Restaurante
San Bartolome De Tirajana,Casa Serafin,Restaurante
Santa Lucia De Tirajana,"Cafetal, El",Restaurante
Telde,"Cubillo, El",Restaurante
Santa Brigida,Paraiso Canario,Restaurante
San Bartolome De Tirajana,Zayka,Restaurante
San Bartolome De Tirajana,Parque Paraiso Ii,Restaurante
San Bartolome De Tirajana,Dinastia,Restaurante
Mogan,Cofradia,Restaurante
Las Palmas De Gran Canaria,Holy Burger Smash,Restaurante
San Bartolome De Tirajana,Sol Havana,Restaurante
Las Palmas De Gran Canaria,Pizza Royer'S,Restaurante
Las Palmas De Gran Canaria,Pizza Royer'S,Restaurante
Ingenio,Vega,Restaurante
Las Palmas De Gran Canaria,Pizzería Caminito,Restaurante
Telde,"Carreton De Alfonso Xiii, El",Restaurante
Telde,Japones Jica,Restaurante
Mogan,"Taberna Del Puerto, La",Restaurante
San Bartolome De Tirajana,Dunaflor Maspalomas,Restaurante
Vega San Mateo,"Canario, El",Restaurante
Las Palmas De Gran Canaria,"Amistad, La",Restaurante
Telde,"Gabarra, La",Restaurante
Las Palmas De Gran Canaria,Pizzeria Calabria,Restaurante
Santa Lucia De Tirajana,Pizza Royer'S,Restaurante
San Bartolome De Tirajana,Costa Italy,Restaurante
Mogan,Fragata Ii,Restaurante
Las Palmas De Gran Canaria,"Veril, El",Restaurante
Las Palmas De Gran Canaria,La Solana,Restaurante
Ingenio,Doña Luisa,Restaurante
Mogan,Gran Buda,Restaurante
Telde,Split'S,Restaurante
Telde,"Bisabuelos, Los",Restaurante
Vega San Mateo,El  Manicomio,Restaurante
Las Palmas De Gran Canaria,"Rey De La Carne, El",Restaurante
Las Palmas De Gran Canaria,Torii By Zoe,Restaurante
Las Palmas De Gran Canaria,Casa Indalecio,Restaurante
Las Palmas De Gran Canaria,Jardin Chino,Restaurante
Las Palmas De Gran Canaria,Gambrinus Las Palmas,Restaurante
Las Palmas De Gran Canaria,Fujiyama,Restaurante
Las Palmas De Gran Canaria,Jonathan,Restaurante
San Bartolome De Tirajana,Pizzeria Centrum,Restaurante
Las Palmas De Gran Canaria,Salon Tabaiba,Restaurante
Las Palmas De Gran Canaria,Salon Adelfas,Restaurante
Las Palmas De Gran Canaria,"Gruta, La",Restaurante
Las Palmas De Gran Canaria,Japones Samurai,Restaurante
Las Palmas De Gran Canaria,Grill Ortega,Restaurante
Las Palmas De Gran Canaria,Molinet,Restaurante
Santa Brigida,Bodegon Vandama,Restaurante
Santa Brigida,"Bodeguita Dcoello, La",Restaurante
San Bartolome De Tirajana,Osaka,Restaurante
San Bartolome De Tirajana,Slow Boat (Barco Lento),Restaurante
Las Palmas De Gran Canaria,Tsuruta Ramen,Restaurante
San Bartolome De Tirajana,Cantanapoli,Restaurante
Santa Lucia De Tirajana,Benyben,Restaurante
San Bartolome De Tirajana,Casa Serafin Ii,Restaurante
Vega San Mateo,Meson Enyesqueria La Tertulia,Restaurante
Telde,Segundo,Restaurante
Las Palmas De Gran Canaria,Puerto Sport,Restaurante
Las Palmas De Gran Canaria,Vips-Ginos,Restaurante
San Bartolome De Tirajana,"Plaza, La",Restaurante
Galdar,Hzen,Restaurante
San Bartolome De Tirajana,"Albaricoque, El ",Restaurante
Mogan,Meson Santiaguito,Restaurante
Las Palmas De Gran Canaria,"Rosales Ii, Los",Restaurante
Mogan,Los Amigos,Restaurante
Las Palmas De Gran Canaria,Asiatico 7 Palmas,Restaurante
Vega San Mateo,Dia Feliz,Restaurante
Tejeda,"Labrador, El",Restaurante
Las Palmas De Gran Canaria,Koryo,Restaurante
Las Palmas De Gran Canaria,Buffet Chino Gran Dragon,Restaurante
Aguimes,"Alpendre Del Arte, El",Restaurante
Las Palmas De Gran Canaria,Kano 31,Restaurante
Mogan,Pizzeria Da Piero,Restaurante
Las Palmas De Gran Canaria,Estacion Las Torres,Restaurante
San Bartolome De Tirajana,Canton Faro,Restaurante
Mogan,Valle Feliz (Happy Valley),Restaurante
Firgas,Asadero Casa Pepe,Restaurante
Mogan,Haveli,Restaurante
Mogan,Wok Buffet Europa,Restaurante
San Bartolome De Tirajana,Martel House,Restaurante
San Bartolome De Tirajana,München,Restaurante
Las Palmas De Gran Canaria,"Mas Negrita, La",Restaurante
Las Palmas De Gran Canaria,Jacky,Restaurante
Las Palmas De Gran Canaria,"Rebana De Triana, La",Restaurante
Aguimes,El Yunquito Ii,Restaurante
Las Palmas De Gran Canaria,Casa Malasia,Restaurante
Santa Lucia De Tirajana,Popeyes,Restaurante
Las Palmas De Gran Canaria,Noema,Restaurante
Telde,Mas Pasta (Piu Pasta),Restaurante
Las Palmas De Gran Canaria,Mundo Iberico,Restaurante
San Bartolome De Tirajana,Lelo'S By Stephan,Restaurante
Las Palmas De Gran Canaria,Rancho Arizona 2,Restaurante
Ingenio,"Lechon, El",Restaurante
Santa Lucia De Tirajana,Mojo Grill,Restaurante
San Bartolome De Tirajana,El Chacho Mexican Restaurant,Restaurante
San Bartolome De Tirajana,Casa Mama Gata,Restaurante
San Bartolome De Tirajana,La Cueva,Restaurante
San Bartolome De Tirajana,Romeo,Restaurante
Santa Lucia De Tirajana,Casa Jordan,Restaurante
Las Palmas De Gran Canaria,Isla Verde,Restaurante
Galdar,Brasas Del Norte,Restaurante
Santa Lucia De Tirajana,David Garcia,Restaurante
Las Palmas De Gran Canaria,Ashagi,Restaurante
Las Palmas De Gran Canaria,Brezza,Restaurante
San Bartolome De Tirajana,Ciao Ciao,Restaurante
San Bartolome De Tirajana,"Proa-Casa Reyes, La",Restaurante
Las Palmas De Gran Canaria,"Brujas, Las",Restaurante
Mogan,Mar De Tapas,Restaurante
Las Palmas De Gran Canaria,La Filomena,Restaurante
Santa Lucia De Tirajana,Asiatico Dong Lai,Restaurante
San Bartolome De Tirajana,Cay Beach Meloneras,Restaurante
Telde,"Jinetes, Los",Restaurante
Telde,Mirador De Los Faycanes,Restaurante
Agaete,Akasa,Restaurante
Las Palmas De Gran Canaria,La Cucina Di Gasparini,Restaurante
Las Palmas De Gran Canaria, Chino San José,Restaurante
Mogan,Harry'S Room Ii,Restaurante
Las Palmas De Gran Canaria,"Guagua, La",Restaurante
Moya,Grill Casa Pedro,Restaurante
Las Palmas De Gran Canaria,Moo Moo Restaurante,Restaurante
Artenara,"Casa Del Correo, La",Restaurante
San Bartolome De Tirajana,El Gallo,Restaurante
Aguimes,El Cazador Donde Jose,Restaurante
Aguimes,Hornos De La Cal,Restaurante
Las Palmas De Gran Canaria,Tanatorio San Miguel,Restaurante
Las Palmas De Gran Canaria,Churrería Montesdeoca Ii,Restaurante
Agaete,"Chalana, La",Restaurante
Santa Lucia De Tirajana,"Taberna Del Club Estrella, La",Restaurante
Las Palmas De Gran Canaria,Tasca-Grill Ca Amelia,Restaurante
San Bartolome De Tirajana,Saliviento,Restaurante
Las Palmas De Gran Canaria,Sushi Kun,Restaurante
Mogan,Coco'S,Restaurante
San Bartolome De Tirajana,Grill Tony'S,Restaurante
Las Palmas De Gran Canaria,"Palmeras 7 Palmas, Las",Restaurante
Santa Lucia De Tirajana,Meson Gallego Casa Carlos,Restaurante
Firgas,"Chiringuito, El",Restaurante
San Bartolome De Tirajana,Cafe L'Opera,Restaurante
Teror,Gusto Casero,Restaurante
Arucas,Los Castillos,Restaurante
Las Palmas De Gran Canaria,Hermanos Garcia Ii,Restaurante
Moya,"Estacion, La",Restaurante
San Bartolome De Tirajana,"Pescador, El",Restaurante
San Bartolome De Tirajana,"Grand, Italia",Restaurante
Valsequillo De Gran Canaria,"Medio Higo, El",Restaurante
Telde,"Spezia, La",Restaurante
Las Palmas De Gran Canaria,Ambrosía Tapas-Bar,Restaurante
Telde,El Caseron Del Cortijo,Restaurante
Santa Lucia De Tirajana,La Vita E Bella,Restaurante
San Bartolome De Tirajana,Casa Salobre By Jèvule,Restaurante
Las Palmas De Gran Canaria,Malditas Smash Burger,Restaurante
Mogan,Lun,Restaurante
Las Palmas De Gran Canaria,Mocan Ii,Restaurante
Telde,Terderete,Restaurante
San Bartolome De Tirajana,"Cucina Italiana, La",Restaurante
Las Palmas De Gran Canaria,Ca'Manolo,Restaurante
Las Palmas De Gran Canaria,Meridiano,Restaurante
San Bartolome De Tirajana,Ok,Restaurante
San Bartolome De Tirajana,Golden Bamboo,Restaurante
Las Palmas De Gran Canaria,Cheer'S,Restaurante
Santa Lucia De Tirajana,Chino Bonsai,Restaurante
San Bartolome De Tirajana,Bahari On The Beach,Restaurante
Las Palmas De Gran Canaria,"Sama, La",Restaurante
San Bartolome De Tirajana,"Bandera, Tapas Y Copas",Restaurante
Las Palmas De Gran Canaria,Islas Canarias,Restaurante
Las Palmas De Gran Canaria,Isla De Los Volcanes,Restaurante
Telde,"Cofradia De Taliarte, La",Restaurante
Las Palmas De Gran Canaria,Asador Canta Maria,Restaurante
San Bartolome De Tirajana,Reno,Restaurante
Ingenio,Kabane,Restaurante
Las Palmas De Gran Canaria,"Tasquita Del Obelisco, La",Restaurante
Las Palmas De Gran Canaria,Chaotianmen Hot Pot ,Restaurante
Mogan,Portofino Ii,Restaurante
Las Palmas De Gran Canaria,Addio Mare,Restaurante
Mogan,Palacio Chino,Restaurante
Las Palmas De Gran Canaria,"Bamby,S",Restaurante
Mogan,Sushi One,Restaurante
Telde,Il Sapore,Restaurante
San Bartolome De Tirajana,Lo Nuestro,Restaurante
Las Palmas De Gran Canaria,"Comesten, El",Restaurante
Las Palmas De Gran Canaria,Malvasia,Restaurante
Mogan,Tauro Grill,Restaurante
Las Palmas De Gran Canaria,Pablo‘S Escoburger,Restaurante
Las Palmas De Gran Canaria,Pizzeria Vecchio Amore,Restaurante
Las Palmas De Gran Canaria,Tres Hermanos Quintana,Restaurante
Arucas,"Mercado, El",Restaurante
Ingenio,Asador Tierra En Llamas,Restaurante
Santa Brigida,"Pitera, La",Restaurante
Mogan,Portofino I,Restaurante
Las Palmas De Gran Canaria,Samurai Ii,Restaurante
San Bartolome De Tirajana,Vistaflor I,Restaurante
Las Palmas De Gran Canaria,"Mar Sala' , La",Restaurante
Las Palmas De Gran Canaria,"Rodeo, El",Restaurante
Telde,"Farina, La",Restaurante
Las Palmas De Gran Canaria,Moon Light,Restaurante
Las Palmas De Gran Canaria,Buena Onda,Restaurante
Mogan,"Bruschetta, La",Restaurante
Las Palmas De Gran Canaria,Hijos De Hermanos Garcia,Restaurante
Las Palmas De Gran Canaria,Grill Casa Rayco,Restaurante
San Bartolome De Tirajana,"Cabañita Park, La",Restaurante
Mogan,Monte Vista,Restaurante
Aguimes,Dazu,Restaurante
Las Palmas De Gran Canaria,"Cocina De Charlie, La",Restaurante
Las Palmas De Gran Canaria,"Taberna Del Viejo, La",Restaurante
Mogan,Bella Pasta,Restaurante
Mogan,Pizzeria La Cicala,Restaurante
Aguimes,Tres Hermanos,Restaurante
Las Palmas De Gran Canaria,Bistro-Pizzeria Alba,Restaurante
San Bartolome De Tirajana,"Salinas, Las",Restaurante
Santa Lucia De Tirajana,"Viento, El",Restaurante
Telde,Casa Carmelo,Restaurante
Ingenio,Mi Familia,Restaurante
Mogan,Don Simo,Restaurante
Mogan,Kai,Restaurante
Telde,Taberna Grill Las Brasas,Restaurante
Las Palmas De Gran Canaria,Vesuvius,Restaurante
San Bartolome De Tirajana,Mini Domini,Restaurante
Mogan,Hermanos Lantigua E Hijos,Restaurante
San Bartolome De Tirajana,"Cupula Del Casino, La",Restaurante
Las Palmas De Gran Canaria,Morro Colorao,Restaurante
Las Palmas De Gran Canaria,La Caldera De Bandama,Restaurante
Mogan,Barbacoa,Restaurante
Las Palmas De Gran Canaria,Como En Mi Tierra,Restaurante
Mogan,Amadores Beach Club,Restaurante
Las Palmas De Gran Canaria,Galileo,Restaurante
Mogan,Jack El Negro,Restaurante
Las Palmas De Gran Canaria,Sol Y Luna,Restaurante
Las Palmas De Gran Canaria,Blanco & Rojo,Restaurante
Las Palmas De Gran Canaria,Vips,Restaurante
Las Palmas De Gran Canaria,Maitetxu Auditorio Cocina Vasca,Restaurante
Las Palmas De Gran Canaria,"Saranda Grill, La",Restaurante
Mogan,Las Vegas,Restaurante
Las Palmas De Gran Canaria,Pizza Jerry'S Express,Restaurante
Las Palmas De Gran Canaria,"Galgos, Los",Restaurante
Las Palmas De Gran Canaria,Majuga,Restaurante
Telde,Melenara,Restaurante
Mogan,Taj Tandoori,Restaurante
Mogan,Det Danske Eden,Restaurante
Aguimes,Hnos. Granados Iii,Restaurante
San Bartolome De Tirajana,Casa Antonio Grill-Alpendre Del Amo,Restaurante
Las Palmas De Gran Canaria,"Cucharon, El",Restaurante
Mogan,Amadeus,Restaurante
Agaete,Casa Ico,Restaurante
Mogan,Rhodos Palace,Restaurante
Mogan,Khun Gran Bahia,Restaurante
Telde,Foster'S Hollywood,Restaurante
San Bartolome De Tirajana,Piedra Dorada,Restaurante
Las Palmas De Gran Canaria,Cofradia San Cristobal,Restaurante
Ingenio,Dai,Restaurante
Mogan,"Olas, Las",Restaurante
San Bartolome De Tirajana,Maximilian'S Pizza & Pasta,Restaurante
Arucas,"Gran Playita Chica, La",Restaurante
Mogan,"Molino De El Greco, El",Restaurante
Mogan,Sogood!,Restaurante
Las Palmas De Gran Canaria,Ca' Manolo,Restaurante
Santa Lucia De Tirajana,"Taberna Bulgara, La",Restaurante
Mogan,Marina Pool Bar,Restaurante
Agaete,"Quisquilla, La",Restaurante
Arucas,Ciudad De Arucas Ii,Restaurante
Santa Lucia De Tirajana,Humus,Restaurante
Telde,Pizzeria Yazul,Restaurante
Mogan,Solimar,Restaurante
Mogan,Grill El Draguillo,Restaurante
San Bartolome De Tirajana,"Labrador De Fataga, El",Restaurante
Mogan,Sol Y Sombra,Restaurante
Ingenio,Pasta Y Fuego,Restaurante
Santa Lucia De Tirajana,Florencia,Restaurante
Mogan,Piscina Carlota,Restaurante
San Bartolome De Tirajana,Cafe Ole,Restaurante
Mogan,La Gondola,Restaurante
Galdar,Guanagaldar,Restaurante
Mogan,"Factoria, La",Restaurante
Mogan,Club Vista Amadores,Restaurante
Santa Brigida,"Castillete, El",Restaurante
Mogan,Planet Steak House,Restaurante
Santa Lucia De Tirajana,Ramen Shifu,Restaurante
San Bartolome De Tirajana,Camel Park Fataga,Restaurante
Mogan,La Cascada,Restaurante
Las Palmas De Gran Canaria,Orient Garden,Restaurante
Mogan,Mogan Bleu,Restaurante
San Bartolome De Tirajana,Internacional,Restaurante
Las Palmas De Gran Canaria,Restaurante Jai-Alai Y La Barraca De Sotavento,Restaurante
Mogan,"Langosta, La",Restaurante
Las Palmas De Gran Canaria,Asiatico,Restaurante
Las Palmas De Gran Canaria,El Timón De Los Locos,Restaurante
San Bartolome De Tirajana,Mr. Sushi,Restaurante
Mogan,Grill El Poncho Ii,Restaurante
Mogan,Mogan Mar,Restaurante
Telde,Rancho Arizona 2 Grill,Restaurante
Mogan,Heidi'S,Restaurante
San Bartolome De Tirajana,"Parranderos Del Sur, Los",Restaurante
Telde,Viña Schamann-La Solana,Restaurante
San Bartolome De Tirajana,Santiago El Grande,Restaurante
Las Palmas De Gran Canaria,Eva,Restaurante
San Bartolome De Tirajana,Samsara,Restaurante
Aguimes,Villa Rosa,Restaurante
Mogan,Yaiza,Restaurante
Telde,La Tunera,Restaurante
Las Palmas De Gran Canaria,"Gastroteca, La",Restaurante
Telde,Gastroclub El Cortijo,Restaurante
Mogan,"Toro Grill, El",Restaurante
Mogan,Shanti Indian Tandoori,Restaurante
San Bartolome De Tirajana,Mezzaluna- Pizzeria Trattoria & Cafe,Restaurante
Mogan,Zenubia,Restaurante
Las Palmas De Gran Canaria,Mar Gastrotasca,Restaurante
Las Palmas De Gran Canaria,Asaderia Pepe Juan,Restaurante
San Bartolome De Tirajana,Food Clinik S.L.,Restaurante
Mogan,Cabo Suroeste,Restaurante
Santa Lucia De Tirajana,Riquelme,Restaurante
Arucas,Pizzeria La Terraza De Arucas,Restaurante
Mogan,Natraj,Restaurante
Arucas,Ciudad De Arucas,Restaurante
Telde,Felicidad,Restaurante
Telde,Asador Ca´Tita,Restaurante
San Bartolome De Tirajana,El Picoteo,Restaurante
Mogan,"Great Slow Boat, S.L.",Restaurante
Telde,Chino Kaifu,Restaurante
Mogan,"Great Slow Boat, S.L.",Restaurante
Mogan,Waikiki,Restaurante
Mogan,Canton,Restaurante
Mogan,Zacofante,Restaurante
Galdar,Ca' Manolo,Restaurante
San Bartolome De Tirajana,Serantes,Restaurante
Mogan,Pilsner Pub,Restaurante
San Bartolome De Tirajana,La Parada,Restaurante
Aguimes,"Rejas, Las",Restaurante
Telde,"Esquinita De San Juan, La",Restaurante
Las Palmas De Gran Canaria,La Maravilla De Las Canteras,Restaurante
Mogan,"Rinconcito De Canarias, El",Restaurante
San Bartolome De Tirajana,"Chef, Lo",Restaurante
Las Palmas De Gran Canaria,Pizzeria La De Chus,Restaurante
Las Palmas De Gran Canaria,Balalaika,Restaurante
Mogan,Blue Explorers Bar & Grill,Restaurante
San Bartolome De Tirajana,Pizzeria Italiana Al Circo,Restaurante
Las Palmas De Gran Canaria,Paparazzi,Restaurante
Las Palmas De Gran Canaria,Karbon Kale,Restaurante
Las Palmas De Gran Canaria,Pomodoro,Restaurante
San Bartolome De Tirajana,Karabixa,Restaurante
Santa Lucia De Tirajana,"Romens Cafe, S.C.P.",Restaurante
San Bartolome De Tirajana,"Fontana Di Trevi, La",Restaurante
San Bartolome De Tirajana,Addio Mare,Restaurante
Las Palmas De Gran Canaria,El Bejeque Restaurante,Restaurante
Las Palmas De Gran Canaria,Lider,Restaurante
Las Palmas De Gran Canaria,Midway,Restaurante
Las Palmas De Gran Canaria,Catalina Café,Restaurante
Las Palmas De Gran Canaria,Roku Sushi,Restaurante
Las Palmas De Gran Canaria,Ribera Del Rio Miño,Restaurante
Las Palmas De Gran Canaria,"Templarios, Los",Restaurante
Mogan,Cooperativa De Taxis Arguineguin,Restaurante
Las Palmas De Gran Canaria,Puerto Grill Wine & Cocktail,Restaurante
Las Palmas De Gran Canaria,Meson Libanes Grill,Restaurante
Las Palmas De Gran Canaria,Shintori Ii,Restaurante
Las Palmas De Gran Canaria,Bodegon El Mondalon,Restaurante
Las Palmas De Gran Canaria,"Mondalon, El",Restaurante
Mogan,"Rancho, El",Restaurante
Aguimes,Playa De Vargas,Restaurante
Las Palmas De Gran Canaria,Miralmar,Restaurante
San Bartolome De Tirajana,Gran Sol,Restaurante
Las Palmas De Gran Canaria,Gran Playa,Restaurante
Las Palmas De Gran Canaria,Tara,Restaurante
Las Palmas De Gran Canaria,El Restaurante Del Casino,Restaurante
Telde,Venecia Ii,Restaurante
Las Palmas De Gran Canaria,Calabreza,Restaurante
Santa Brigida,Bandama 37,Restaurante
Las Palmas De Gran Canaria,"Esquinita De Cebrian, La",Restaurante
Las Palmas De Gran Canaria,Mancha Mantel,Restaurante
Mogan,Mamma Mia,Restaurante
Telde,"Lirios, Los",Restaurante
Las Palmas De Gran Canaria,Restaurante Pantalan,Restaurante
Las Palmas De Gran Canaria,Ristorante Pizzeria Tina,Restaurante
San Bartolome De Tirajana,Asia Cita,Restaurante
San Bartolome De Tirajana,56º,Restaurante
Mogan,Slow Boat,Restaurante
Mogan,Adk,Restaurante
Mogan,El Brasero,Restaurante
Las Palmas De Gran Canaria,Ca' Manolo,Restaurante
Mogan,Murphy'S Kitchen,Restaurante
Santa Maria De Guia De Gran Canaria,Grill Mirador Cuevas Bascamao,Restaurante
Las Palmas De Gran Canaria,Scooter'S Pizza Factory,Restaurante
Santa Lucia De Tirajana,Foster'S Hollywood,Restaurante
San Bartolome De Tirajana,Kurry Kingdom,Restaurante
Mogan,"Pescaitos, Los",Restaurante
Las Palmas De Gran Canaria,Barracuda,Restaurante
Las Palmas De Gran Canaria,Pizzería Cocktelería El Point,Restaurante
San Bartolome De Tirajana,Molino De Agua,Restaurante
