fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,num_habitaciones,num_plazas,longitud,latitud,geohash,utm_x,utm_y
575,APARTAMENTOS TODOQUE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 19",18,36,-15.57444,27.752424,esuvvs5j94,443390.51,3069909.75
576,APARTAMENTOS CALMA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 5",40,82,-15.562509,27.763343,esuvvy5tpq,444571.83,3071113.86
577,HOTEL BRONZEPLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SAN CRISTOBAL DE LA LAGUNA, 7",121,242,-15.565642,27.761843,esuvvvckqq,444262.34,3070949.11
578,APARTAMENTOS VERIL PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE HAMBURGO 8, ESQUINA HANNOVER, 4",69,178,-15.556909,27.76508,esuvvyrz3d,445124.52,3071303.76
579,APARTAMENTOS NARA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE BREMEN, 4",30,90,-15.573045,27.752614,esuvvshn9y,443528.08,3069930.15
580,APARTAMENTOS BOGOTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 18",18,54,-15.572037,27.752272,esuvvshu9n,443627.24,3069891.81
581,APARTAMENTOS SANDRA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 15",15,30,-15.572251,27.753364,esuvvskeh6,443606.72,3070012.87
582,APARTAMENTOS GUATIZA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 11",21,63,-15.572101,27.752823,esuvvshxzt,443621.22,3069952.87
583,HOTEL SERVATUR GREEN BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,35012,Mogán,"AVDA DE LOS CANARIOS, 23",232,464,-15.68804,27.768265,esuvgp03f5,432205.07,3071721.98
584,APARTAMENTOS CLUB OLIMPIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE HAMBURGO, 31",9,18,-15.558341,27.763959,esuvvyqbb3,444982.85,3071180.22
585,APARTAMENTOS PATRICIO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MILAN, 17",15,45,-15.572187,27.751684,esuvvsh9m8,443612.16,3069826.74
586,APARTAMENTOS CASAS PEPE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE BONN, 1",54,163,-15.571543,27.753924,esuvvsmnkd,443676.78,3070074.58
587,APARTAMENTOS KARINA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,AVENIDA GRAN CANARIA Nş 6,18,36,-15.566251,27.759351,esuvvv3jbn,444201.06,3070673.34
588,APARTAMENTOS ATLANTIC SUN BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 13",15,30,-15.572101,27.753089,esuvvsk9rw,443621.36,3069982.34
589,APARTAMENTOS ALHAMBRA BOUTIQUE,ALOJAMIENTOS,A4,5510_L6,Apartamentos,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 7",18,36,-15.572637,27.752187,esuvvshk5q,443568.07,3069882.67
590,PETIT RESORT NATURA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,CALLE LAS ADELFAS 6,19,38,-15.542607,27.768915,esuvyr4jxh,446535.68,3071722.28
591,APARTAMENTOS BASEMENT STUDIO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ESTADOS UNIDOS, 37",6,18,-15.576706,27.757416,esuvvt16sm,443169.79,3070463.78
592,APARTAMENTOS LAS JACARANDA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DE TIRMA, 8",24,72,-15.570009,27.75833,esuvvtnrbr,443830.21,3070561.95
593,APARTAMENTOS CAPRICHO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,35019,San Bartolomé de Tirajana,"AVENIDA DEL OASIS, 21",8,16,-15.594771,27.736804,esuvv1k4x7,441378.54,3068188.97
594,HOTEL ALTAMAR,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"AVENIDA LA CORNISA, 21",257,638,-15.719812,27.788587,esuy46c0mb,429087.56,3073991.1
595,APARTAMENTOS LAS PERLAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 30",7,28,-15.566232,27.759526,esuvvv3nbw,444203.02,3070692.72
596,APARTAMENTOS DON QUIJOTE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 4",11,22,-15.562048,27.762963,esuvvyh4cz,444617.06,3071071.56
597,APARTAMENTOS ROQUE NUBLO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 28",84,258,-15.578782,27.759514,esuvvmryuh,442966.3,3070697.14
598,SANOM BEACH RESORT AND SPA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVDA. SARGENTOS PROVISIONALES, 38",27,56,-15.577197,27.760333,esuvvt959j,443122.92,3070787.13
599,HD BUNGALOWS PARQUE CRISTOBAL GRAN CANARIA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,CALLE HOLANDA S/N,235,923,-15.581446,27.761244,esuvvmvbvy,442704.69,3070890.02
600,APARTAMENTOS SANTA CLARA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SARGENTOS PROVISIONALES, 22",82,296,-15.574805,27.76199,esuvvtfv2d,443359.49,3070969.58
601,APARTAMENTOS PLAYA DEL SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 26",140,435,-15.578549,27.758634,esuvvt21c2,442988.81,3070599.55
602,APARTAMENTOS AUSTRALIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 23",48,96,-15.574046,27.757988,esuvvt5q42,443432.21,3070525.91
603,APARTAMENTOS TERRAFLOR PARK I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SARGENTOS PROVISIONALES, 26",76,152,-15.576264,27.761216,esuvvtc8y9,443215.32,3070884.52
604,APARTAMENTOS TAJARASTE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE FINLANDIA, 4",34,68,-15.57503,27.748759,esuvved85r,443330.47,3069504.03
605,HOTEL BULL DORADO BEACH & SPA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,35012,Mogán,"AVENIDA LOS CANARIOS , 1",219,635,-15.684088,27.762431,esuvgjgpyk,432590.89,3071073.54
606,HOTEL APART. MARITIM PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA TENERIFE, 10",116,232,-15.568931,27.760695,esuvvtxjc8,443937.65,3070823.44
607,APARTAMENTOS NOGAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MILAN, 16",21,42,-15.572702,27.751532,esuvvsh23s,443561.33,3069810.14
608,APARTAMENTOS TABOGA HOTEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MILAN, 19",24,48,-15.572427,27.751372,esuvveux2n,443588.35,3069792.29
609,APARTAMENTOS DON PALOMON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MILAN, 7",15,45,-15.571382,27.752586,esuvvsjq88,443691.96,3069926.29
610,BUNGALOWS SIDE SHORE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B44,Bahía Feliz - Playa del Águila,35019,San Bartolomé de Tirajana,"PLAZA DE LOS HIBISCUS, 2",25,50,-15.529003,27.776386,esuyn8s1hj,447879.69,3072544.04
611,APARTAMENTOS REINASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 3",5,20,-15.56163,27.762773,esuvvyh3ge,444658.16,3071050.32
612,APARTAMENTOS CORONA PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 17",7,14,-15.563829,27.761235,esuvvvfbbm,444440.69,3070880.94
613,APARTAMENTOS BARBACAN,ALOJAMIENTOS,A4,5510_L6,Apartamentos,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 27",150,434,-15.5793,27.760466,esuvvmxkrv,442915.75,3070802.84
614,APARTAMENTOS MIRAFLOR SUITES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE TIMPLE, 5",103,336,-15.577873,27.761786,esuvvtbs1h,443057.06,3070948.4
615,BUNGALOWS EL PALMITAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 36",18,36,-15.573721,27.749984,esuvveex3g,443460.11,3069639.13
616,HOTEL TUI BLUE SUITE PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,35012,Mogán,"C/ALCAZABA, Nş 4 - URBANIZACIÓN PLAYA TAURITO",304,608,-15.751922,27.814397,esuy1x3y9e,425941.64,3076869.21
617,APARTAMENTOS CLUB EXCELSIOR 2,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 8",56,208,-15.576586,27.750872,esuvveckx1,443178.22,3069738.81
618,APARTAMENTOS CON MAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 9",8,32,-15.551544,27.767258,esuvyngsnb,445654.26,3071542.65
619,APARTAMENTOS EDEN MELONERAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA DEL OASIS, 3",23,50,-15.588688,27.758301,esuvvm0xv4,441989.49,3070567.41
620,HOTEL RITUAL MASPALOMAS,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 33",61,122,-15.578176,27.75953,esuvvt2qfp,443026.03,3070698.63
621,BUNGALOWS PARQUEMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 28",86,172,-15.575402,27.76363,esuvvw4qfg,443301.51,3071151.53
622,BUNGALOWS CORINTO 2,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE HAMBURGO, 2",24,96,-15.554248,27.765963,esuvyn9sry,445387.17,3071400.39
623,AQUA BEACH BUNGALOWS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 43",24,82,-15.57798,27.757523,esuvvt07qc,443044.3,3070476.22
624,APARTAMENTOS DON DIEGO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE MENCEYES, 2",30,90,-15.570545,27.758244,esuvvtjzkp,443777.35,3070552.67
625,APARTAMENTOS JARDIN DEL SOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 22",108,324,-15.573522,27.76356,esuvvw5wqw,443486.73,3071142.91
626,APARTAMENTOS ACALI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 22",8,40,-15.55111,27.767577,esuvynujbg,445697.18,3071577.79
627,PENSIÓN LEÓN,ALOJAMIENTOS,H1,5510_L1,Hotel,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,35012,Mogán,"CALLE GRACILIANO AFONSO, 5",12,24,-15.682296,27.76044,esuvgjss21,432766.26,3070852.01
628,APARTAMENTOS MIAMI BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,"CALLE LAS ADELFAS, 5",7,24,-15.542371,27.768649,esuvyr4khe,446558.8,3071692.71
629,APARTAMENTOS AMAPOLA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,LAS ADELFAS 11,8,16,-15.543031,27.76845,esuvyr1fvn,446493.67,3071670.96
630,APARTAMENTOS BARBADOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 19",114,456,-15.579037,27.756573,esuvvkzty0,442939.64,3070371.47
631,APARTAMENTOS CLUB PRIMAVERA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA ,45",16,48,-15.574751,27.74781,esuvve6f9y,443357.47,3069398.78
632,APARTAMENTOS TIVOLI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 6",24,48,-15.562531,27.762555,esuvvy58we,444569.26,3071026.58
633,APARTAMENTOS MARIVISTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 12",18,36,-15.563432,27.762061,esuvvvgj9x,444480.23,3070972.26
634,APARTAMENTOS MONTEMAYOR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 16",28,60,-15.563856,27.761605,esuvvvfepf,444438.21,3070921.94
635,CLUB MASPALOMAS SUITES & SPA HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, 1",133,266,-15.597119,27.755344,esuvvhdw8g,441157.08,3070243.85
636,APARTAMENTOS CANARY GARDEN CLUB,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, 1",116,232,-15.596189,27.756562,esuvvhgjwq,441249.38,3070378.33
637,APARTAMENTOS CAYBEACH PRINCESS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR THOMSON, 4",137,282,-15.599502,27.75664,esuvvhby1k,440922.94,3070388.56
638,PENSION EVA,ALOJAMIENTOS,H1,5510_L1,Hotel,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,35012,Mogán,"AVENIDA EL MARINERO, 65",15,30,-15.761327,27.824857,esuy336gw3,425022.47,3078033.66
639,APARTAMENTOS GREEN GARDEN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVDA. DE TENERIFE, 4",74,148,-15.565199,27.763547,esuvvy1y2s,444306.86,3071137.67
640,HOTEL NAYRA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE IRLANDA, 25",46,92,-15.577219,27.757447,esuvvt14b7,443119.25,3070467.45
641,HOTEL MARIETA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 11",200,404,-15.564214,27.761878,esuvvvfkxt,444403.08,3070952.34
642,APARTAMENTOS GREEN PARK,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 4",84,246,-15.565009,27.76357,esuvvy1yt0,444325.6,3071140.13
643,BUNGALOWS VISTALMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE HAMBURGO, 7",12,48,-15.554694,27.765465,esuvyn93t3,445342.97,3071345.42
644,APARTAMENTOS LAS BARCAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 11",5,24,-15.551941,27.767121,esuvyng7jw,445615.07,3071527.65
645,APARTAMENTOS AXEL BEACH MASPALOMAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 32",92,276,-15.578649,27.761065,esuvvmxzzj,442980.22,3070868.89
646,BUNGALOWS VENUS STAR RESORT,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE EINSTEIN, 4 SONNENLAND",53,106,-15.601528,27.756113,esuvuuz744,440723.0,3070331.15
647,MASPALOMAS LAGO CANARY SUNSET,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR KUONI, 25",31,96,-15.58976,27.7602,esuvvjxfuk,441884.86,3070778.27
648,APARTAMENTOS PARQUE BALI,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR THOMSON HOLIDAY, 2",83,344,-15.60006,27.754893,esuvvh87ur,440867.01,3070195.3
650,HOTEL RIU VISTAMAR,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,AVENIDA DE LA CORNISA S/N,475,920,-15.721816,27.788284,esuy44xwrp,428889.93,3073958.7
651,APARTAMENTOS GRANADA BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE GRANADA, 8",5,10,-15.573518,27.751848,esuvvs5dnx,443481.07,3069845.52
652,RAINBOW GOLF BUNGALOWS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FINNMATKAT, 6",21,42,-15.588477,27.757954,esuvvm0vf1,442010.1,3070528.87
653,APARTAMENTOS SANDY GOLF,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,35019,San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, S/N",128,256,-15.590387,27.752724,esuvvhprmd,441819.1,3069950.42
654,APARTAMENTOS PARQUE NOGAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,35019,San Bartolomé de Tirajana,"CALLE LEO, 2",56,170,-15.590136,27.764121,esuvvnr9ex,441849.9,3071212.8
